Planet_Name,Host_Star_Name,Number_of_Stars,Number_of_Planets,Number_of_Moons,Discovery_Method,Discovery_Year,Discovery_Facility,Orbital_Period_Days,Orbital_Distance_AU,Planet_Radius_Earth_Units,Planet_Radius_Jupiter_Units,Planet_Mass_Earth_Units,Planet_Mass_Jupiter_Units,Mass_Measurement_Type,Orbit_Eccentricity,Insolation_Flux_Earth_Units,Equilibrium_Temperature_K,Star_Spectral_Type,Star_Temperature_K,Star_Radius_Solar_Units,Star_Mass_Solar_Units,Star_Metallicity,Star_Metallicity_Ratio,Star_Surface_Gravity,Right_Ascension_Deg,Declination_Deg,Distance_From_Earth_Light_Years,Star_Gaia_Magnitude
Kepler-1564 b,Kepler-1564,1,1,0,Transit,2016,Kepler,18.0540381,0.1327,1.47,0.13114462,2.76,0.00869,M-R relationship,0.0,41.514,635.0,Unknown,5528.0,0.9,0.93,0.03,[Fe/H],4.5,290.5861316,46.6427486,2964.1220357999996,14.9531
Kepler-1565 b,Kepler-1565,1,1,0,Transit,2016,Kepler,1.538188437,0.0241,1.19,0.10616469,1.81,0.0057,M-R relationship,0.0,510.566,1234.0,Unknown,4940.0,0.73,0.76,-0.16,[Fe/H],4.6,297.9529793,40.8067876,2054.5544907999997,15.4317
Kepler-1566 b,Kepler-1566,1,1,0,Transit,2016,Kepler,0.539915238,0.01198,0.79,0.07047908,0.418,0.00131,M-R relationship,0.0,2340.984,1871.0,Unknown,5254.0,0.81,0.84,-0.07,[Fe/H],4.56,283.5875459,40.5749018,1521.79823416,14.3122
Kepler-1567 b,Kepler-1567,1,1,0,Transit,2016,Kepler,153.979578,0.552,2.73,0.24355429,7.9,0.0249,M-R relationship,0.0,2.723,330.0,Unknown,5655.0,0.93,0.95,-0.03,[Fe/H],4.49,286.695153,40.2918894,3933.8001315999995,15.6322
Kepler-1568 b,Kepler-1568,1,1,0,Transit,2016,Kepler,20.925392,0.15157,1.3,0.11597823,2.24,0.00705,M-R relationship,0.0,72.568,729.0,Unknown,5956.0,1.19,1.09,0.09,[Fe/H],4.32,289.1826808,47.8733301,2988.60982828,13.9451
Kepler-1569 b,Kepler-1569,1,1,0,Transit,2016,Kepler,5.79180156,0.06669,1.68,0.14987956,3.46,0.0109,M-R relationship,0.0,495.652,1222.0,Unknown,6319.0,1.4,1.25,0.06,[Fe/H],4.24,292.2046748,37.2212065,3083.6549482399996,13.9323
Kepler-157 b,Kepler-157,1,3,0,Transit,2014,Kepler,1.732342,0.028,1.32,0.118,2.3,0.00724,M-R relationship,0.0,1572.309,1546.0,Unknown,5774.0,1.044,0.95,-0.0593,[M/H],4.389,291.0972257,38.8756049,2523.5113722799997,14.0374
Kepler-157 c,Kepler-157,1,3,0,Transit,2014,Kepler,13.5405,0.11,2.24,0.2,5.65,0.0178,M-R relationship,0.0,101.754,779.0,Unknown,5774.0,1.044,0.95,-0.0593,[M/H],4.389,291.0972257,38.8756049,2523.5113722799997,14.0374
Kepler-157 d,Kepler-157,1,3,0,Transit,2016,Kepler,7.02573474,0.0706,1.46,0.13025248,2.73,0.00859,M-R relationship,0.0,244.058,969.0,Unknown,5866.0,1.03,1.02,-0.01,[Fe/H],4.42,291.0972257,38.8756049,2523.5113722799997,14.0374
Kepler-1570 b,Kepler-1570,1,1,0,Transit,2016,Kepler,26.548955,0.16699,1.07,0.09545901,1.24,0.0039,M-R relationship,0.0,76.457,836.0,Unknown,5550.0,0.89,0.92,-0.04,[Fe/H],4.5,299.8617842,45.8274232,2997.3573321999997,13.9702
Kepler-1571 b,Kepler-1571,1,1,0,Transit,2016,Kepler,3.38555488,0.04287,1.52,0.13560532,2.92,0.0092,M-R relationship,0.0,757.132,1476.0,Unknown,6297.0,1.39,1.23,0.04,[Fe/H],4.24,300.9354067,45.5964836,2202.54125268,13.77
Kepler-1572 b,Kepler-1572,1,1,0,Transit,2016,Kepler,5.49548621,0.05838,0.94,0.08386118,0.779,0.00245,M-R relationship,0.0,583.523,1293.0,Unknown,5618.0,0.95,0.97,0.08,[Fe/H],4.47,281.8973341,46.7227061,3087.3992191199995,13.7175
Kepler-1573 b,Kepler-1573,1,1,0,Transit,2016,Kepler,2.6157554,0.0364,1.2,0.10705683,1.87,0.00588,M-R relationship,0.0,1343.114,1379.0,Unknown,5808.0,1.0,1.01,0.02,[Fe/H],4.44,292.9883129,49.4849664,4746.743961599999,15.1693
Kepler-1574 b,Kepler-1574,1,1,0,Transit,2016,Kepler,6.9424334,0.0743,1.29,0.11508609,2.21,0.00696,M-R relationship,0.0,289.778,1003.0,Unknown,5892.0,1.08,1.06,0.08,[Fe/H],4.4,292.1586689,49.6377914,4514.5208896,15.0937
Kepler-1575 b,Kepler-1575,1,1,0,Transit,2016,Kepler,2.55314213,0.0366,1.31,0.11687037,2.27,0.00714,M-R relationship,0.0,803.679,1312.0,Unknown,5667.0,0.92,0.95,-0.07,[Fe/H],4.49,293.7432102,45.7615507,4066.9043952,15.4185
Kepler-1576 b,Kepler-1576,1,1,0,Transit,2016,Kepler,6.98471973,0.07211,1.04,0.09278259,1.12,0.00352,M-R relationship,0.0,156.608,1059.0,Unknown,5876.0,1.06,1.05,0.05,[Fe/H],4.4,289.0739641,40.3660239,1503.2856196,13.3354
Kepler-1577 b,Kepler-1577,1,1,0,Transit,2016,Kepler,6.30560247,0.0657,1.13,0.10081185,1.51,0.00474,M-R relationship,0.0,57.751,1125.0,Unknown,4862.0,0.74,0.78,0.0,[Fe/H],4.6,292.9552704,47.5730433,1663.4901852399998,15.0571
Kepler-1578 b,Kepler-1578,1,1,0,Transit,2016,Kepler,1.450886907,0.0252,1.04,0.09278259,1.12,0.00352,M-R relationship,0.0,1486.438,1700.0,Unknown,5545.0,0.86,0.9,-0.13,[Fe/H],4.53,288.3021104,47.7756227,3470.4629179999997,15.3281
Kepler-1579 b,Kepler-1579,1,1,0,Transit,2016,Kepler,0.849907889,0.014,0.84,0.07493978,0.52,0.00164,M-R relationship,0.0,396.64,1139.0,Unknown,4584.0,0.7,0.75,0.11,[Fe/H],4.63,293.288022,43.5149061,1519.8869599999998,15.2481
Kepler-158 b,Kepler-158,1,3,0,Transit,2014,Kepler,16.709184,0.111,2.12,0.189,5.14,0.0162,M-R relationship,0.0,13.634,500.0,K,4623.0,0.624,0.655,-0.3,[Fe/H],4.66,284.0323723,39.7815365,1027.96869612,14.4165
Kepler-158 c,Kepler-158,1,3,0,Transit,2014,Kepler,28.551383,0.158,1.9,0.17,4.27,0.0134,M-R relationship,0.0,6.677,418.0,K,4623.0,0.624,0.655,-0.3,[Fe/H],4.66,284.0323723,39.7815365,1027.96869612,14.4165
Kepler-158 d,Kepler-158,1,3,0,Transit,2024,Kepler,0.645088,0.0761,0.43,0.0383621,0.0472,0.000148,M-R relationship,0.0,106.484,833.0,K,4895.97,0.668,0.656,-0.3,[Fe/H],4.62,284.0323723,39.7815365,1027.96869612,14.4165
Kepler-1580 b,Kepler-1580,1,1,0,Transit,2016,Kepler,56.6449279,0.33571,2.11,0.18824159,5.1,0.016,M-R relationship,0.0,83.088,733.0,Unknown,6228.0,2.15,1.47,0.12,[Fe/H],3.94,285.9687099,41.3635264,3268.1483511999995,12.5755
Kepler-1581 b,Kepler-1581,1,1,0,Transit,2016,Kepler,6.28385491,0.06865,0.8,0.07137122,0.437,0.00137,M-R relationship,0.0,470.862,1108.0,Unknown,6022.0,1.23,1.12,0.07,[Fe/H],4.31,287.3713199,39.6036225,1608.519853,12.3525
Kepler-1582 b,Kepler-1582,1,1,0,Transit,2016,Kepler,4.83817712,0.0316,1.49,0.1329289,2.83,0.00889,M-R relationship,0.0,2.5,354.0,Unknown,3208.0,0.3,0.28,0.48,[Fe/H],4.93,289.3765441,41.1580845,257.306425336,16.4142
Kepler-1583 b,Kepler-1583,1,1,0,Transit,2016,Kepler,9.32807355,0.08307,0.6,0.05352841,0.156,0.00049,M-R relationship,0.0,124.307,788.0,Unknown,5645.0,0.91,0.94,-0.07,[Fe/H],4.49,286.3869335,47.0165188,1317.4517154799998,12.8414
Kepler-1584 b,Kepler-1584,1,1,0,Transit,2016,Kepler,13.3997099,0.1168,1.61,0.14363458,3.22,0.0101,M-R relationship,0.0,162.544,886.0,Unknown,6069.0,1.13,1.1,0.0,[Fe/H],4.37,287.7626791,43.2743929,4619.380043599999,14.8844
Kepler-1585 b,Kepler-1585,1,1,0,Transit,2016,Kepler,3.5827463,0.0445,1.79,0.1596931,3.86,0.0121,M-R relationship,0.0,182.941,1064.0,Unknown,5538.0,0.91,0.94,0.08,[Fe/H],4.5,296.1589897,44.5630457,3080.4292654,15.9772
Kepler-1586 b,Kepler-1586,1,1,0,Transit,2016,Kepler,15.6049212,0.12208,1.52,0.13560532,2.92,0.0092,M-R relationship,0.0,105.771,1013.0,Unknown,6681.0,1.75,1.45,0.06,[Fe/H],4.12,298.2026236,44.9258585,1802.1749779999998,13.0556
Kepler-1587 b,Kepler-1587,1,1,0,Transit,2016,Kepler,9.4060467,0.08747,1.33,0.11865465,2.33,0.00733,M-R relationship,0.0,254.701,981.0,Unknown,5933.0,1.22,1.08,0.07,[Fe/H],4.3,292.6777294,49.6638666,3347.9261088,14.0315
Kepler-1588 b,Kepler-1588,1,1,0,Transit,2016,Kepler,7.84931739,0.07419,0.76,0.06780266,0.363,0.00114,M-R relationship,0.0,359.79,925.0,Unknown,5817.0,0.99,0.96,-0.14,[Fe/H],4.43,288.2327232,48.0021967,3014.1413199599997,13.821
Kepler-1589 b,Kepler-1589,1,1,0,Transit,2016,Kepler,0.991665274,0.0205,1.09,0.09724329,1.32,0.00416,M-R relationship,0.0,5228.785,2102.0,Unknown,6166.0,1.25,1.18,0.08,[Fe/H],4.32,294.4418236,40.5716114,4935.1968984000005,14.9651
Kepler-159 b,Kepler-159,1,2,0,Transit,2014,Kepler,10.139623,0.082,2.38,0.212,6.26,0.0197,M-R relationship,0.0,33.463,447.0,M0 V,4625.0,0.663,0.628,-0.04,[Fe/H],4.653,297.0702037,40.868734,1218.98848064,14.8882
Kepler-159 c,Kepler-159,1,2,0,Transit,2014,Kepler,43.595792,0.218,3.41,0.304,11.5,0.0363,M-R relationship,0.0,4.791,275.0,M0 V,4625.0,0.663,0.628,-0.04,[Fe/H],4.653,297.0702037,40.868734,1218.98848064,14.8882
Kepler-1590 b,Kepler-1590,1,1,0,Transit,2016,Kepler,7.61760804,0.07116,1.14,0.10170399,1.55,0.00489,M-R relationship,0.0,171.478,1020.0,Unknown,6053.0,1.16,1.11,0.03,[Fe/H],4.35,291.4079141,48.0178915,2515.15851712,14.077
Kepler-1591 b,Kepler-1591,1,1,0,Transit,2016,Kepler,8.18504949,0.0794,1.27,0.11330181,2.15,0.00678,M-R relationship,0.0,439.434,892.0,Unknown,6082.0,1.16,1.1,0.01,[Fe/H],4.35,296.5166659,44.6086233,4630.0453448,14.6583
Kepler-1592 b,Kepler-1592,1,1,0,Transit,2016,Kepler,3.05710069,0.04,1.54,0.1373896,2.99,0.0094,M-R relationship,0.0,1918.34,1202.0,Unknown,6213.0,1.28,1.18,0.04,[Fe/H],4.29,293.850623,38.3977379,5347.2297732,14.7857
Kepler-1593 b,Kepler-1593,1,1,0,Transit,2016,Kepler,174.509835,0.55494,3.17,0.28280846,10.2,0.032,M-R relationship,0.0,0.889,260.0,Unknown,4995.0,0.77,0.81,0.02,[Fe/H],4.59,300.4882018,44.4606698,2081.68740844,15.8836
Kepler-1594 b,Kepler-1594,1,1,0,Transit,2016,Kepler,2.71603809,0.0396,1.06,0.09456687,1.2,0.00377,M-R relationship,0.0,672.414,1360.0,Unknown,5946.0,1.08,1.06,0.03,[Fe/H],4.39,293.6230451,47.9619127,3186.11359408,14.7415
Kepler-1595 b,Kepler-1595,1,1,0,Transit,2016,Kepler,4.56380468,0.051,1.23,0.10973325,2.04,0.00642,M-R relationship,0.0,185.568,980.0,Unknown,5203.0,0.8,0.84,-0.02,[Fe/H],4.56,285.7227502,43.0094855,2756.08995432,15.4006
Kepler-1596 b,Kepler-1596,1,1,0,Transit,2016,Kepler,66.373379,0.3237,1.9,0.16950665,4.27,0.0134,M-R relationship,0.0,33.378,471.0,Unknown,5706.0,0.92,0.95,-0.11,[Fe/H],4.49,285.5575066,49.3300866,7000.057918799999,15.3662
Kepler-1597 b,Kepler-1597,1,1,0,Transit,2016,Kepler,2.94654179,0.04136,1.06,0.09456687,1.2,0.00377,M-R relationship,0.0,1431.311,1497.0,Unknown,6377.0,1.39,1.25,0.02,[Fe/H],4.24,288.1639687,42.4810124,3982.5278379999995,14.1152
Kepler-1598 b,Kepler-1598,1,1,0,Transit,2016,Kepler,4.34195123,0.05207,0.95,0.08475332,0.809,0.00254,M-R relationship,0.0,308.46,1236.0,Unknown,5940.0,1.09,1.07,0.04,[Fe/H],4.39,288.469107,46.7836464,2021.7171047199997,13.8135
Kepler-1599 b,Kepler-1599,1,1,0,Transit,2016,Kepler,122.363553,0.4823,1.62,0.14452672,3.26,0.0102,M-R relationship,0.0,8.196,407.0,Unknown,5767.0,0.99,0.99,0.02,[Fe/H],4.45,286.2208685,41.1511886,4332.003992,14.9023
Kepler-16 b,Kepler-16,2,1,0,Transit,2011,Kepler,228.776,0.7048,8.4493,0.7538,105.833,0.333,Mass,0.0069,106.484,833.0,Unknown,4450.0,0.6489,0.6897,-0.3,[M/H],4.6527,289.0758307,51.757229,244.89488491199998,11.7472
Kepler-160 b,Kepler-160,1,3,0,Transit,2014,Kepler,4.309397,0.05511,1.715,0.15300205,3.59,0.0113,M-R relationship,0.0,396.619,1134.0,Unknown,5471.0,1.118,1.003,0.2,[Fe/H],4.47,287.773573,42.8692755,3056.1241202799997,14.616
Kepler-160 c,Kepler-160,1,3,0,Transit,2014,Kepler,13.699429,0.1192,3.76,0.33544473,13.6,0.0428,M-R relationship,0.0,84.848,771.0,Unknown,5471.0,1.118,1.003,0.2,[Fe/H],4.47,287.773573,42.8692755,3056.1241202799997,14.616
Kepler-160 d,Kepler-160,1,3,0,Transit Timing Variations,2020,Kepler,30.0,0.17,3.67,0.3275,100.0,0.31463361,Mass,0.027,56.729,570.0,Unknown,5471.0,1.118,1.003,0.2,[Fe/H],4.47,287.773573,42.8692755,3056.1241202799997,14.616
Kepler-1600 b,Kepler-1600,1,2,0,Transit,2016,Kepler,386.370548,0.98141,3.13,0.2792399,9.96,0.0313,M-R relationship,0.0,0.4,209.0,Unknown,5214.0,0.82,0.86,0.07,[Fe/H],4.55,291.3993802,38.7877563,3362.0486635999996,15.8138
Kepler-1600 c,Kepler-1600,1,2,0,Transit,2021,Kepler,7.298049927,0.06961,1.94206512,0.17325974,4.43,0.0139,M-R relationship,0.0,84.7,786.0,Unknown,5119.0,0.834,0.818,0.1,[Fe/H],4.508,291.3993802,38.7877563,3362.0486635999996,15.8138
Kepler-1601 b,Kepler-1601,1,1,0,Transit,2016,Kepler,2.20921951,0.03281,0.82,0.0731555,0.477,0.0015,M-R relationship,0.0,999.752,1507.0,Unknown,5869.0,1.07,1.04,0.05,[Fe/H],4.4,285.5129496,38.079839,2101.93191136,13.6782
Kepler-1602 b,Kepler-1602,1,1,0,Transit,2016,Kepler,11.17931605,0.09744,1.34,0.11954679,2.36,0.00742,M-R relationship,0.0,124.507,1159.0,Unknown,6296.0,1.36,1.22,0.02,[Fe/H],4.25,293.5808607,40.4275396,2054.14353424,13.3012
Kepler-1603 b,Kepler-1603,1,1,0,Transit,2016,Kepler,2.27163926,0.0351,1.29,0.11508609,2.21,0.00696,M-R relationship,0.0,1269.46,1522.0,Unknown,6241.0,1.31,1.21,0.07,[Fe/H],4.28,295.3298254,42.5349698,8847.242424799999,15.3397
Kepler-1604 b,Kepler-1604,1,1,0,Transit,2016,Kepler,0.683684256,0.01406,1.41,0.12579177,2.57,0.00809,M-R relationship,0.0,1391.4,2023.0,Unknown,4976.0,0.76,0.81,0.02,[Fe/H],4.59,285.4106549,44.4122318,1765.1203948399998,14.8989
Kepler-1605 b,Kepler-1605,1,1,0,Transit,2016,Kepler,85.7565495,0.36567,1.08,0.09635115,1.28,0.00403,M-R relationship,0.0,16.734,528.0,Unknown,5280.0,0.82,0.86,-0.01,[Fe/H],4.55,287.1349405,47.4886251,1781.5619188,12.4129
Kepler-1606 b,Kepler-1606,1,1,0,Transit,2016,Kepler,196.435224,0.6421,2.07,0.18467303,4.94,0.0155,M-R relationship,0.0,1.29,324.0,Unknown,5422.0,0.86,0.9,0.01,[Fe/H],4.53,286.3782987,43.0732287,2711.29242772,15.1062
Kepler-1607 b,Kepler-1607,1,1,0,Transit,2016,Kepler,13.6473676,0.11978,0.92,0.0820769,0.721,0.00227,M-R relationship,0.0,449.632,913.0,Unknown,6116.0,1.21,1.14,0.05,[Fe/H],4.33,296.0598685,42.6560582,4194.692316,13.8751
Kepler-1608 b,Kepler-1608,1,1,0,Transit,2016,Kepler,16.4735686,0.1126,1.73,0.15434026,3.64,0.0115,M-R relationship,0.0,33.22,612.0,Unknown,4992.0,0.72,0.75,-0.24,[Fe/H],4.61,295.563555,39.41757,2713.6179199999997,15.8947
Kepler-1609 b,Kepler-1609,1,1,0,Transit,2016,Kepler,114.34219,0.4679,2.22,0.19805513,5.56,0.0175,M-R relationship,0.0,12.975,429.0,Unknown,6132.0,1.27,1.18,0.1,[Fe/H],4.29,290.1465356,39.6658026,5955.739022399999,14.9366
Kepler-161 b,Kepler-161,1,2,0,Transit,2014,Kepler,4.921355,0.054,2.12,0.189,2.63,0.00827491,Mass,0.0,123.4,868.0,Unknown,5078.0,0.806,0.853,0.24,[Fe/H],4.553,290.5164698,43.0838642,1417.57834592,14.1922
Kepler-161 c,Kepler-161,1,2,0,Transit,2014,Kepler,7.06424,0.068,2.05,0.183,3.61,0.01135833,Mass,0.0,76.201,769.0,Unknown,5078.0,0.806,0.853,0.24,[Fe/H],4.553,290.5164698,43.0838642,1417.57834592,14.1922
Kepler-1610 b,Kepler-1610,1,2,0,Transit,2016,Kepler,8.70181574,0.0777,1.61,0.14363458,3.22,0.0101,M-R relationship,0.0,56.212,750.0,Unknown,5383.0,0.87,0.91,0.1,[Fe/H],4.52,295.9049795,45.4054296,2819.0674163599997,15.8137
Kepler-1610 c,Kepler-1610,1,2,0,Transit,2023,Kepler,44.9851885,0.2323,2.09,0.18645763,5.02,0.0158,M-R relationship,0.0,8.34,433.0,Unknown,5295.0,0.8,0.825,-0.1,[Fe/H],4.548,295.9049795,45.4054296,2819.0674163599997,15.8137
Kepler-1611 b,Kepler-1611,1,1,0,Transit,2016,Kepler,5.1762429,0.0586,0.81,0.07226336,0.457,0.00144,M-R relationship,0.0,146.22,1243.0,Unknown,5605.0,0.93,0.94,0.01,[Fe/H],4.49,296.5120204,49.7277506,2962.94461264,14.4116
Kepler-1612 b,Kepler-1612,1,1,0,Transit,2016,Kepler,3.91795101,0.0482,1.03,0.09189045,1.08,0.0034,M-R relationship,0.0,269.248,1030.0,Unknown,5643.0,0.94,0.96,0.03,[Fe/H],4.48,291.2503022,45.6550536,2494.19973256,14.7157
Kepler-1613 b,Kepler-1613,1,1,0,Transit,2016,Kepler,1.5184299,0.02755,2.08,0.18556517,4.98,0.0157,M-R relationship,0.0,6797.623,1926.0,Unknown,6005.0,1.12,1.08,0.01,[Fe/H],4.37,289.8750066,43.4209318,4919.508794799999,14.068
Kepler-1614 b,Kepler-1614,1,1,0,Transit,2016,Kepler,3.9466141,0.0471,1.49,0.1329289,2.83,0.00889,M-R relationship,0.0,276.373,981.0,Unknown,5121.0,0.76,0.79,-0.17,[Fe/H],4.58,284.8713893,49.7758867,3885.1376563999997,15.9408
Kepler-1615 b,Kepler-1615,1,1,0,Transit,2016,Kepler,47.3126192,0.2788,2.06,0.18378089,4.9,0.0154,M-R relationship,0.0,31.171,658.0,Unknown,5865.0,1.05,1.04,0.06,[Fe/H],4.42,286.3592066,42.2273971,4546.0601748,14.5237
Kepler-1616 b,Kepler-1616,1,1,0,Transit,2016,Kepler,6.76284377,0.07318,1.02,0.0909983,1.04,0.00328,M-R relationship,0.0,724.861,1337.0,Unknown,6266.0,1.34,1.21,0.02,[Fe/H],4.26,286.5436691,45.3048716,3711.0355835999994,13.4295
Kepler-1617 b,Kepler-1617,1,1,0,Transit,2016,Kepler,27.4785572,0.17707,1.2,0.10705683,1.87,0.00588,M-R relationship,0.0,64.689,736.0,Unknown,6167.0,1.22,1.15,0.01,[Fe/H],4.32,287.9371747,46.4184781,2929.8919635999996,13.6555
Kepler-1618 b,Kepler-1618,1,1,0,Transit,2016,Kepler,6.10826019,0.07109,1.26,0.11240967,2.13,0.00669,M-R relationship,0.0,903.908,1267.0,Unknown,6620.0,1.65,1.41,0.04,[Fe/H],4.15,295.1753619,45.9308594,4009.27263,13.5664
Kepler-1619 b,Kepler-1619,1,1,0,Transit,2016,Kepler,23.6225913,0.15413,0.76,0.06780266,0.363,0.00114,M-R relationship,0.0,74.635,797.0,Unknown,5852.0,1.0,1.0,-0.07,[Fe/H],4.44,285.703595,44.4221528,2396.757366,13.2994
Kepler-162 b,Kepler-162,1,2,0,Transit,2014,Kepler,6.919798,0.069,1.26,0.112,2.13,0.00669,M-R relationship,0.0,305.946,961.0,Unknown,5816.0,0.958,1.053,0.1,[Fe/H],4.436,297.2789115,43.7239693,2790.72445996,14.2231
Kepler-162 c,Kepler-162,1,2,0,Transit,2014,Kepler,19.446355,0.137,3.03,0.27,9.43,0.0297,M-R relationship,0.0,77.052,681.0,Unknown,5816.0,0.958,1.053,0.1,[Fe/H],4.436,297.2789115,43.7239693,2790.72445996,14.2231
Kepler-1620 b,Kepler-1620,1,1,0,Transit,2016,Kepler,101.951829,0.4322,1.61,0.14363458,3.22,0.0101,M-R relationship,0.0,7.92,428.0,Unknown,6157.0,1.23,1.15,0.03,[Fe/H],4.31,297.2709026,46.9284743,2919.32124764,13.6228
Kepler-1621 b,Kepler-1621,1,1,0,Transit,2016,Kepler,92.263714,0.4204,2.16,0.19270229,5.31,0.0167,M-R relationship,0.0,14.055,469.0,Unknown,6158.0,1.24,1.15,0.03,[Fe/H],4.31,297.5885341,43.8411937,5321.7569895999995,15.0106
Kepler-1622 b,Kepler-1622,1,1,0,Transit,2016,Kepler,10.8118737,0.10136,1.47,0.13114462,2.76,0.00869,M-R relationship,0.0,236.005,922.0,Unknown,6436.0,1.5,1.31,0.04,[Fe/H],4.2,297.3288329,47.815459,2597.7575241199997,13.3442
Kepler-1623 b,Kepler-1623,1,1,0,Transit,2016,Kepler,4.36128348,0.0518,1.31,0.11687037,2.27,0.00714,M-R relationship,0.0,243.08,1000.0,Unknown,5772.0,1.0,1.0,0.04,[Fe/H],4.44,294.082697,39.5560655,2731.4945303599998,14.9243
Kepler-1624 b,Kepler-1624,1,1,0,Transit,2016,Kepler,3.290314,0.0327,6.59,0.58792143,35.3,0.111,M-R relationship,0.0,6.01,540.0,M V,3768.0,0.552,0.541,0.269,[Fe/H],4.685,292.5798564,37.3762616,844.6755472399999,15.6681
Kepler-1625 b,Kepler-1625,1,1,0,Transit,2016,Kepler,287.378949,0.87762,6.06,0.54063699,30.6,0.0962,M-R relationship,0.0,3.3,350.0,Unknown,5677.0,0.94,0.96,0.01,[Fe/H],4.48,295.429322,39.8865068,7534.5623716,15.7627
Kepler-1626 b,Kepler-1626,1,1,0,Transit,2016,Kepler,4.13962966,0.0537,2.02,0.18021233,4.74,0.0149,M-R relationship,0.0,1328.654,1352.0,Unknown,6826.0,1.85,1.51,0.04,[Fe/H],4.08,296.5004384,40.7212069,4464.521174799999,14.2242
Kepler-1627 b,Kepler-1627,1,1,0,Transit,2016,Kepler,7.20283653,0.0643,3.69,0.32919975,13.2,0.0415,M-R relationship,0.0,143.12,794.0,Unknown,5445.0,0.84,0.87,-0.1,[Fe/H],4.54,284.0566675,41.5767277,1035.33982172,13.0492
Kepler-1628 b,Kepler-1628,1,1,0,Transit,2016,Kepler,76.378033,0.2952,6.43,0.57364618,33.8,0.106,M-R relationship,0.0,0.79,240.0,Unknown,3724.0,0.52,0.55,0.17,[Fe/H],4.74,281.6336936,43.4115547,1148.0691199999999,16.9534
Kepler-1629 b,Kepler-1629,1,1,0,Transit,2016,Kepler,3.87595807,0.0485,0.77,0.0686948,0.381,0.0012,M-R relationship,0.0,315.457,1081.0,Unknown,5776.0,1.01,1.01,0.05,[Fe/H],4.44,280.2066276,43.7743281,1096.1777003999998,12.7136
Kepler-163 b,Kepler-163,1,2,0,Transit,2014,Kepler,7.810937,0.078,1.05,0.094,1.16,0.00364,M-R relationship,0.0,115.612,906.0,Unknown,5776.0,0.917,0.882,0.1412,[M/H],4.524,295.0027458,46.9873389,2249.8697498399997,14.3796
Kepler-163 c,Kepler-163,1,2,0,Transit,2014,Kepler,21.347262,0.152,2.26,0.202,5.73,0.018,M-R relationship,0.0,30.238,648.0,Unknown,5776.0,0.917,0.882,0.1412,[M/H],4.524,295.0027458,46.9873389,2249.8697498399997,14.3796
Kepler-1630 b,Kepler-1630,1,1,0,Transit,2016,Kepler,509.997402,1.1218,2.19,0.19537871,5.43,0.0171,M-R relationship,0.0,0.26,182.0,Unknown,4736.0,0.63,0.66,-0.46,[Fe/H],4.66,297.5083004,43.7110543,1080.27107228,14.2049
Kepler-1631 b,Kepler-1631,1,1,0,Transit,2016,Kepler,4.09513932,0.0511,1.35,0.12043893,2.39,0.00752,M-R relationship,0.0,446.918,1122.0,Unknown,5679.0,0.95,0.97,0.04,[Fe/H],4.47,294.6325781,43.8076687,4259.5647444,15.4951
Kepler-1632 b,Kepler-1632,1,1,0,Transit,2016,Kepler,448.303558,0.6762,2.47,0.22035864,6.66,0.021,M-R relationship,0.0,6.062,369.0,Unknown,6137.0,1.19,1.12,0.0,[Fe/H],4.33,294.4948769,43.9135575,2337.7557456,13.066
